credit_code,outcredit_code,report_year
911100001000109357,91460000284001397e,3
911100001000109357,915400007835058056,5
911100001000109357,916100007099182651,5
911100001000109432,91110000100017539f,1
911100001000109432,911101141026956404,1
911100001000109432,913101151322090339,1
91110000100010951w,911100001020543412,1
91110000100010951w,9111000071092729xp,1
91110000100010951w,91110113558546977a,1
91110000100010951w,911101135585470051,1
91110000100010951w,91110113558547048e,1
91110000100010951w,91110113558548163x,1
91110000100010951w,91110113558548235n,1
91110000100010951w,91120116103063530f,1
91110000100010951w,911300001043237365,1
91110000100010951w,91440300192330214g,1
91110000100010951w,916542025802126316,1
91110000100010978l,91110101802010606m,1
91110000100010978l,91110102760103010m,1
91110000100010978l,91310109583403476f,5
91110000100010986f,91110108776396065q,1
91110000100010986f,91110108777058607q,1
91110000100010986f,91110108ma005h2j9m,1
91110000100011006b,91110000100003102b,1
91110000100011006b,911100001000054748,1
91110000100011006b,91110000306647958p,1
91110000100011006b,91110000306746323e,1
91110000100011006b,91110000717826088u,1
91110000100011006b,91110101ma01a2xx8y,1
91110000100011006b,91110105ma0196uc2e,1
91110000100011006b,91110108327317157b,1
91110000100011006b,91110108ma001qmw53,1
91110000100011006b,91150623561219352x,1
91110000100011006b,91150623578857190x,1
91110000100011006b,9115062366406279x9,1
91110000100011006b,9115062367438838x6,1
91110000100011006b,9131000010000595xd,1
91110000100011006b,91310105740274496u,1
91110000100011006b,9131011513324018xq,1
91110000100011006b,91340100575719884g,1
91110000100011006b,91350105ma3499y49t,1
91110000100011006b,91530000734309760n,1
91110000100011006b,91530400579834812j,1
91110000100011006b,915304007273246550,1
91110000100011006b,91610132ma6u3c5814,1
91110000100011006b,91640303574895675e,1
91110000100011110f,9111000071092905xn,5
91110000100011110f,91110000710932056l,1
91110000100011110f,91110116101204555e,2
91110000100011110f,91440300192208374c,4
91110000100011110f,9144030019221415x7,1
9111000010001117xf,911100001000181794,2
911100001000113059,91110105777099695n,1
91110000100011399y,911309001066049961,1
91110000100011399y,91230800716686183d,1
91110000100011399y,914210001789877892,1
91110000100011401j,91440300349913654q,1
91110000100011401j,91440300ma5dfjep5y,1
91110000100011401j,91460200ma5rc28x21,1
91110000100011452t,91310000710933112e,1
91110000100011452t,9144030010001686xa,1
91110000100011452t,91440300279343712n,1
911100001000114958,91110000576933284y,1
911100001000114958,91110000580870028d,1
911100001000114958,911100006835529627,1
911100001000114958,91110106102195208j,1
911100001000114958,91110106573244694w,1
911100001000114958,91110106710921234l,1
911100001000114958,91110106710921402n,1
911100001000114958,91110108745456053q,1
911100001000114958,91120222328717072a,1
911100001000114958,91350200155009878r,1
911100001000114958,913700007232836811,1
911100001000114958,91410100415800018l,1
911100001000114958,9142010017773152xr,1
91110000100011620w,911101081000038231,1
91110000100011620w,91210102117609725r,1
91110000100011620w,91331125148488823w,1
91110000100011647l,91110105055575362r,2
91110000100011647l,911101051000196305,2
91110000100011647l,91120118ma06h92376,2
91110000100011647l,9113022778084430xg,2
91110000100011647l,911302303198743670,2
91110000100011647l,91150781ma0mwlul11,2
91110000100011647l,91231081ma18ydg92j,1
91110000100011647l,91310105ma1fwep714,1
91110000100011647l,91310105ma1fwgtx5n,1
91110000100011647l,91320100ma1q07n67p,1
91110000100011647l,91320585ma1w840j8m,1
91110000100011647l,9135000015814731xk,2
91110000100011647l,91350104ma2xtmu85p,1
91110000100011647l,91350300ma32tlr1x9,1
91110000100011647l,91360782ma35frfb82,2
91110000100011647l,91370211ma3qjxra3y,1
91110000100011647l,914400001903543864,2
91110000100011647l,9144122519567029xx,2
91110000100011647l,91460200201350496f,1
911100001000117353,91110105ma019ecp6t,1
91110000100011743x,913208000618608489,1
91110000100011743x,91420100555019872h,1
91110000100011743x,91430300694038205m,1
91110000100011786b,911101081020576575,2
91110000100011786b,911101085976873691,2
91110000100011786b,911101085996382962,2
91110000100011786b,911101086000423437,2
91110000100011786b,911101087214790746,2
91110000100011786b,91110108743346731h,2
91110000100011786b,911101087868775672,2
91110000100011786b,91110108797558203n,2
91110000100011786b,91110114ma00adulx3,2
91110000100011786b,91140100ma0kbycx4g,2
91110000100011786b,912101030507769157,2
91110000100011786b,91230103598459616j,2
91110000100011786b,91230199558284233c,2
91110000100011786b,9142010058489078x2,2
91110000100011786b,914403006925232315,2
91110000100011786b,915101005972558733,2
91110000100011786b,91610133ma6u870d47,2
91110000100011786b,9165010259917652x2,2
911100001000119890,91360125054429128b,1
911100001000119890,91370100076194657f,1
911100001000119890,91440300ma5db44a6p,1
911100001000119890,9151018109678921xp,1
911100001000119890,91510181663008580a,1
911100001000121130,91110108771556736p,1
911100001000121130,911101087776939188,1
91110000100012244u,91110102101758769e,2
91110000100012244u,91110102633066560r,2
91110000100012244u,911101027187469016,2
91110000100012244u,91210200760781620n,2
91110000100012244u,914403007992397086,2
911100001000123405,91110112772574792h,1
911100001000124711,91120195300717644c,1
911100001000124711,91340300ma2ntel36m,1
911100001000124711,91511921ma66w2y500,1
911100001000124711,91520621ma6dqn5146,1
911100001000124711,91530125ma6pklbe15,1
9111000010001248xq,91110000587664868a,2
9111000010001248xq,91110102057333121m,1
9111000010001248xq,91110102357929701t,2
9111000010001248xq,9111010268047425xw,2
9111000010001248xq,911101026923307399,1
9111000010001248xq,911101026950332540,2
9111000010001248xq,91110105ma01w1ec2k,1
9111000010001248xq,911101060514392915,1
9111000010001248xq,911101063304059595,1
9111000010001248xq,91110106666912268p,1
9111000010001248xq,91110106ma01ry1p9k,1
9111000010001248xq,9111010855686754xf,1
9111000010001248xq,911101155996899316,2
9111000010001248xq,911101156932199446,2
9111000010001248xq,913101150512497975,1
9111000010001248xq,91330000ma27u1ae18,1
9111000010001248xq,91430105325675989e,1
9111000010001248xq,91650100085379602c,1
911100001000125199,911101027002308437,1
911100001000125199,911101051011703673,1
911100001000125199,911101057699186461,1
911100001000125199,911101087001216984,1
911100001000125199,91110108802031386q,1
911100001000125199,91110229693262838e,1
911100001000125199,911102297763588948,1
911100001000125199,91110229ma00e7j709,1
911100001000125199,91131082109317087y,1
911100001000125199,91131082788650032w,1
911100001000125199,91150802695945915q,1
9111000010001256xc,91110102100012551n,4
9111000010001256xc,91110102100012578e,4
9111000010001256xc,91131001792659291y,2
9111000010001256xc,914401011905214047,4
91110000100012623d,91110000100013773f,3
91110000100012623d,91110000ma0092lm5c,1
91110000100012623d,911101061021633613,3
91110000100012623d,9111010610216599xd,3
91110000100012623d,91110106102211124a,2
91110000100012623d,91110106102265958t,2
91110000100012623d,91110106745485321k,2
91110000100012623d,91110106802234001x,2
91110000100012623d,91110109ma017q656q,3
91110000100012623d,91110111ma01khc50e,1
91110000100012623d,91330201ma2823tx1t,3
91110000100012623d,91330201ma283c701r,3
91110000100012623d,91350624ma2yqnup1x,2
91110000100012623d,91410100170050449y,3
91110000100012623d,914201121827628225,3
91110000100012623d,914300001837881511,3
91110000100012623d,914403001921901359,2
91110000100012623d,91440781ma4wfpum47,1
91110000100012623d,91440781ma55c3bd0t,1
91110000100012623d,91520300714342061m,5
91110000100012623d,916100002205264183,2
91110000100012623d,91610000220550151c,2
91110000100012690b,91110107567448412a,1
91110000100012690b,911101168026100384,1
91110000100012690b,91110228330283525a,1
91110000100012690b,91120105103066328k,1
91110000100012690b,91120112794958076g,1
91110000100012690b,91210213796933067h,1
91110000100012690b,91230200333403975c,1
91110000100012690b,91310115765561299n,1
91110000100012690b,91370200264604537c,1
91110000100012690b,913706005830591427,1
91110000100012690b,913706110619774990,1
91110000100012690b,91410100660913657r,1
91110000100012690b,914301006940127930,1
91110000100012690b,91500000696552355q,1
91110000100012690b,91510104052505430r,1
91110000100012711u,91110108717869336y,2
91110000100012711u,91110108770400422e,3
91110000100012711u,9131000013221713xu,3
91110000100012711u,913100001331408403,3
91110000100012711u,91310000301335365x,3
91110000100012711u,91310000607211699n,2
91110000100012711u,913101150677934634,3
91110000100012711u,91310115312543768h,2
91110000100012711u,91310115ma1h7fb2xt,3
91110000100012711u,91420100616400352x,3
911100001000127624,91110102585839302w,3
911100001000127624,911101081000145659,4
911100001000127624,91110108556822317r,5
911100001000127624,911101086637490476,4
911100001000127624,91110108678753364d,5
911100001000127624,911102295808998918,1
911100001000127624,9112011655037762xf,5
911100001000127624,91130828695860866h,5
911100001000127624,911409276966946363,5
911100001000127624,91150000ma0naqq17l,2
911100001000127624,911501235581380926,3
911100001000127624,91150429564155243q,3
911100001000127624,91150525ma0qhp5k7g,2
911100001000127624,91210106ma0u0gdy92,2
911100001000127624,912113025675619683,3
911100001000127624,91220800778732480q,4
911100001000127624,912301235582687359,3
911100001000127624,91230199ma19ay1a2w,2
911100001000127624,91310000310554543a,4
911100001000127624,91310230065996267f,1
911100001000127624,91320500792301134c,1
911100001000127624,91320623551206005j,4
911100001000127624,91320623717858784p,5
911100001000127624,91330000142929691a,4
911100001000127624,91341122551820654n,5
911100001000127624,91350303557588331h,5
911100001000127624,91360730ma35fh6e8x,5
911100001000127624,91420116303628647b,5
911100001000127624,91430103ma4lfrwh17,1
911100001000127624,91440101340185566n,5
911100001000127624,91450127090742269u,4
911100001000127624,914690036651475419,5
911100001000127624,91510100ma681mh172,1
911100001000127624,915205265733214426,5
911100001000127624,9153032268857815xl,5
911100001000127624,91540000686803608l,4
911100001000127624,9161000057562106xc,5
911100001000127624,91620000686073852j,5
911100001000127624,916328016791773466,5
911100001000127624,91640324554198995e,5
911100001000127624,916501052287369896,4
911100001000127624,916501075605143922,5
9111000010001280x7,911101051028719902,4
9111000010001280x7,91321000772022277w,3
911100001000128855,12100000400744543l,2
911100001000128855,91110000100000649u,1
911100001000128855,91110000100001529b,1
911100001000128855,911100001000055979,1
911100001000128855,911100001000089232,3
911100001000128855,91110000100012711u,2
911100001000128855,91110000101690725e,1
911100001000128855,911100001025951645,1
911100001000128855,9111000071092593xt,4
911100001000128855,911100007109347480,2
911100001000128855,911100007178376413,4
911100001000128855,911100007178457803,3
911100001000128855,91110000717881749w,4
911100001000128855,91110000742601817d,3
911100001000128855,91110000ma0092lm5c,1
911100001000128855,91110101ma01rkkw97,1
911100001000128855,911406000588876790,3
911100001000128855,9131000010000595xd,1
911100001000128855,9131000013221596xx,1
911100001000128855,91310115607365903y,3
911100001000128855,91440101190472278t,4
911100001000128855,91440101741884392g,1
911100001000128855,91500103778455153e,3
911100001000128855,91513200621610987f,3
911100001000128855,91520000722104063c,1
91110000100012981e,911101017825332734,2
91110000100012981e,911101087567197449,2
91110000100012981e,91110114573214380r,2
91110000100012981e,91110114802650777y,2
91110000100012981e,91110115ma01x1190p,1
91110000100012981e,91110228671732691a,2
91110000100012981e,91310112660762326j,2
91110000100012981e,91310115550043144n,2
91110000100012981e,913706006705186346,1
91110000100012981e,91371081ma3clu7f7t,2
91110000100012981e,91371081ma3cmwh68c,2
91110000100012981e,91371081ma3cndw40b,1
91110000100012981e,9153052267363936x5,1
9111000010001301x2,911101027481250490,2
9111000010001301x2,91110106750113952j,2
9111000010001301x2,91210000068326365c,2
9111000010001301x2,91410100668866162a,2
9111000010001301x2,91530621ma6kr5nx31,1
9111000010001301x2,915331235662233426,2
91110000100013079a,91110000318300476c,2
91110000100013079a,911100007178430054,2
91110000100013079a,91110000ma0038h897,1
91110000100013079a,91110102ma00d5fd38,1
91110000100013079a,91310000697287637e,2
91110000100013079a,91310000ma1fl3cj7q,2
91110000100013079a,91310000ma1fl40g90,1
911100001000131326,911201161031088749,1
911100001000131326,91420000726118892g,1
91110000100013335t,911100007178290353,1
91110000100013335t,91110000766756995f,1
91110000100013335t,91110102101409454m,1
91110000100013335t,91110102718777388g,1
91110000100013335t,91110102735560981y,1
91110000100013335t,91110108101255790r,1
91110000100013335t,9111010810190210xx,1
91110000100013335t,91310101134522509w,1
91110000100013335t,91440400758315030m,1
91110000100013343m,91110000101506932l,1
91110000100013343m,91110102744739801u,2
91110000100013343m,911201167440494482,2
91110000100013343m,913300001429211712,1
91110000100013343m,914401011905433985,1
91110000100013343m,914600002840771130,1
911100001000134314,91110000710931256q,2
911100001000134314,91110000759601645c,2
911100001000134314,91110108102006761b,2
911100001000134314,91120116668833002p,1
911100001000134314,91130230572844938j,1
911100001000134314,91310115ma1k3nhe94,2
911100001000134314,9133020074496200xw,1
911100001000134314,91330212ma2ckbqw8r,2
911100001000134314,91370000312968627e,1
911100001000134314,91370211783726165p,1
911100001000134314,91370211ma3nd9cb50,2
911100001000134314,9137110055787950xn,1
911100001000134314,91440300586705445d,2
911100001000134314,914408007247840152,1
911100001000134314,91441300617888214h,1
91110000100013570t,911100005890962514,2
91110000100013570t,91110102101427732f,2
91110000100013570t,91110102633701739d,2
91110000100013570t,91110102797584348k,2
91110000100013570t,91110108102107239e,1
91110000100013570t,91110108710925518r,2
91110000100013570t,91110108ma01gu9c2h,2
91110000100013570t,91130630588161031d,1
91110000100013570t,9113090010662345x0,1
91110000100013570t,91370634693101110m,2
91110000100013570t,91530000067107208j,2
91110000100013650e,911101083442232329,1
91110000100013650e,91130824ma0e464c1g,1
91110000100013669b,121100004005924638,1
91110000100013669b,91100000710932021x,1
91110000100013669b,91100000710932099x,3
91110000100013669b,911100000828850593,2
91110000100013669b,911100001000109357,2
91110000100013669b,91110000100026355a,2
91110000100013669b,91110000101176793e,2
91110000100013669b,911100001012457013,2
91110000100013669b,91110000102022681h,2
91110000100013669b,91110000335480499r,2
91110000100013669b,911100005674249638,2
91110000100013669b,9111000059602888xp,2
91110000100013669b,911100006336465657,2
91110000100013669b,91110000693273078q,3
91110000100013669b,91110000763510666c,2
91110000100013669b,91110000778624674f,1
91110000100013669b,91110101101215019h,2
91110000100013669b,91110102101308557t,1
91110000100013669b,911101027614263058,2
91110000100013669b,91110102775456054b,2
91110000100013669b,91110102ma01n48b5m,2
91110000100013669b,911101066757350561,3
91110000100013669b,9111010669323073xl,2
91110000100013669b,91110108633689733n,2
91110000100013669b,91110108633785549l,2
91110000100013669b,91110108710932910r,3
91110000100013669b,91110108722611487a,1
91110000100013669b,91110108733467142t,2
91110000100013669b,911101087699362894,2
91110000100013669b,91110109600392140f,1
91110000100013669b,911102280929245171,2
91110000100013669b,91120105103507090n,1
91110000100013669b,911201057275194954,2
91110000100013669b,91120116079642371c,1
91110000100013669b,911201165661130397,2
91110000100013669b,91120116668847754f,3
91110000100013669b,91120116690697000c,2
91110000100013669b,911201166940665646,2
91110000100013669b,911201167004417710,3
91110000100013669b,911202246974071096,3
91110000100013669b,911300006975836475,2
91110000100013669b,911300007007131752,1
91110000100013669b,91130100104381151t,2
91110000100013669b,91130101566193809u,2
91110000100013669b,91130521347606183m,3
91110000100013669b,91130605563224737p,2
91110000100013669b,911307295755434285,1
91110000100013669b,911308037454352016,3
91110000100013669b,91133100ma0e0und42,2
91110000100013669b,911401007810276865,3
91110000100013669b,91140724731901902b,3
91110000100013669b,91150000676926524k,2
91110000100013714c,91420112ma4k3renx1,1
91110000100013837d,914403001924454414,1
911100001000139096,91110102074192201w,1
911100001000139096,911101025585661859,1
911100001000139096,91110108569525987m,1
911100001000139096,91310104134616935d,1
911100001000139096,91440300190332718b,1
91110000100013984y,91110000710935193t,1
91110000100014071q,1244030045575129xq,1
91110000100014071q,91110000100000198h,1
91110000100014071q,911100001020809963,1
91110000100014071q,91110000710928911p,1
91110000100014071q,91110000710929113p,1
91110000100014071q,91110000793409817j,1
91110000100014071q,91110108797554210h,1
91110000100014071q,91110108802048719u,1
91110000100014071q,91130600105942504d,1
91110000100014071q,91500000ma604r0q6c,1
91110000100014127u,911101027404173705,1
91110000100014127u,91110102801169797a,1
91110000100014127u,91110118102995192l,1
91110000100014127u,91130300661094171f,1
91110000100014127u,91130300743428411y,1
91110000100014127u,91140000111830744j,1
91110000100014151c,91110108190337180l,1
91110000100014389k,91110000710932419g,1
91110000100014389k,91110108801116329w,1
911100001000150156,911101061018864379,1
911100001000150156,91110108102366062w,1
911100001000150156,91110108569462330f,1
911100001000150156,91110108ma0021b86a,1
911100001000150156,91310115332699751k,1
911100001000150156,9146000028408273x8,1
91110000100015058k,9111000010000122x8,2
91110000100015058k,9111000010000376x7,2
91110000100015058k,91110000100012375p,2
91110000100015058k,91110000101174712l,2
91110000100015058k,91110000101469385j,2
91110000100015058k,91110000179100676e,2
91110000100015058k,91110000400882604b,2
91110000100015058k,91110000710923256f,1
91110000100015058k,91110000710930405l,2
91110000100015058k,91110000710933323g,2
91110000100015058k,91110000710935425t,1
91110000100015058k,91110000717830298l,2
91110000100015058k,91110000ma003qj21h,1
91110000100015058k,91110000ma0092lm5c,2
91110000100015058k,91110102ma01ffj36j,2
91110000100015058k,91110106102177368d,2
91110000100015058k,91110108335463656n,2
91110000100015058k,91110228ma01twfrxd,1
91110000100015058k,91133100ma0eyy8m98,1
91110000100015058k,91310109425010781e,2
91110000100015058k,91310115ma1k4h2y6r,1
91110000100015058k,9132010679710798xk,2
91110000100015058k,91350000ma3480tq7c,1
91110000100015058k,91420000271750655h,2
91110000100015058k,91420000ma4976cj9x,2
91110000100015058k,914201006727695410,2
91110000100015058k,91420100ma4kncmr1x,2
91110000100015058k,91420500722066650h,2
91110000100015058k,9142100034337440xb,2
91110000100015058k,91440300619290064r,2
91110000100015058k,915001130846791601,2
91110000100015058k,91500113ma617xq37q,1
91110000100015058k,91510100ma67jfer9m,1
91110000100015058k,91510100ma6dhld107,2
91110000100015058k,9153010073431106xu,2
91110000100015058k,915301030615619360,1
91110000100015058k,91530103ma6px66646,1
91110000100015058k,915400000646824855,2
91110000100015154w,911100006000665726,2
91110000100015154w,911100007461029945,3
91110000100015154w,91110101101204862f,2
91110000100015154w,91110101101311174k,3
91110000100015154w,91110101102229113f,3
91110000100015154w,91110101700225390l,3
91110000100015154w,91110101777078763j,3
91110000100015154w,91110101ma017mj312,1
91110000100015154w,91110101ma017u8h8q,1
91110000100015154w,91110102799962293c,3
91110000100015154w,91110105074184527l,3
91110000100015154w,91110105754151665n,2
91110000100015154w,91110105ma01n7yx9j,1
91110000100015154w,911101117899538953,2
91110000100015154w,91110112791625209j,1
91110000100015154w,91110113597706347d,3
91110000100015154w,91110113ma01c06j7b,1
91110000100015154w,912107007249409113,2
91110000100015154w,91310116093676033r,1
91110000100015154w,91310116ma1j9d545j,1
91110000100015154w,91320583695522293f,2
91110000100015154w,91321003690275967w,3
91110000100015154w,913212007923382952,3
91110000100015154w,91340100057049876a,2
91110000100015154w,91341200574417171k,3
91110000100015357h,91420000300258986c,1
9111000010001539xr,91110000625909986u,1
9111000010001539xr,911100006336945323,1
9111000010001539xr,911101083181678125,1
9111000010001539xr,911101087002397338,1
9111000010001539xr,91110108ma0033ch7j,1
9111000010001539xr,91110112ma01ql592u,1
9111000010001539xr,91120106069875833b,1
9111000010001539xr,9112011667595219xl,1
9111000010001539xr,91120118ma06k3pm9a,1
9111000010001539xr,91310101301390436h,1
9111000010001539xr,913101153122320898,1
9111000010001539xr,913202063019045727,1
911100001000154375,91110105ma01nbw663,1
91110000100015509x,911100007109346842,2
91110000100015509x,911100007770542359,1
91110000100015509x,91110101101170703d,2
91110000100015509x,911101011012941592,2
91110000100015509x,911101011012945549,2
91110000100015509x,91110101600040989c,3
91110000100015509x,91110101667548189d,3
91110000100015509x,91110101693260082d,2
91110000100015509x,9111010170024564xr,3
91110000100015509x,91110101756740391f,3
91110000100015509x,9111010176011211x7,3
91110000100015509x,91110101777086608f,3
91110000100015509x,91110101791604790p,3
91110000100015509x,9111010180122424xx,3
91110000100015509x,91110101ma0196gl7x,1
91110000100015509x,911101025657984515,2
91110000100015509x,91110106101317226x,2
91110000100015509x,911101077877622351,2
91110000100015509x,91310101132384309w,3
91110000100015509x,913700006135889860,3
91110000100015509x,91440400192540879a,3
91110000100015509x,91510105ma65rc0b2m,1
91110000100015525k,91110000663106092y,1
91110000100015525k,91110000681951142e,1
91110000100015525k,91310000631834917y,1
91110000100015621w,91110106ma01tw9c9y,1
91110000100015621w,91110107563666009m,2
91110000100015621w,911101151018328269,2
91110000100015621w,91130633ma07tl9h5j,1
91110000100015621w,91310115631702148c,2
91110000100015621w,91460000ma5tg8km9f,1
91110000100015808u,91110101781745848p,4
91110000100015808u,91110101ma01tdd713,2
91110000100015808u,91110105078544534g,5
91110000100015808u,911101051014821411,3
91110000100015808u,9111010533037147x1,5
91110000100015808u,91110105677401260w,5
91110000100015808u,91110105796735298x,1
91110000100015808u,91110105796743431n,5
91110000100015808u,91110105ma01g9e25f,3
91110000100015808u,91110112793427695u,5
91110000100015808u,91110114102649257a,5
91110000100015808u,91131026ma08md6k1r,4
91110000100015808u,913101153510917417,4
91110000100015808u,91410000ma44eh318t,4
91110000100015808u,91440101ma9w542dxu,2
911100001000162296,91110000069630334r,1
911100001000162296,91110000710921314c,1
911100001000162296,91110000710932531f,1
911100001000162296,91110108600372502a,1
911100001000162296,91110108735563402r,1
911100001000162296,91440101054527027c,1
9111000010001635xw,91110108797580312p,2
9111000010001635xw,91110113101171570k,2
9111000010001635xw,91110113101255889h,1
9111000010001635xw,911101135890804872,2
9111000010001635xw,91110113669910030q,2
9111000010001635xw,911101137940508187,2
9111000010001635xw,91110113ma01k8t2xg,1
9111000010001635xw,911201161036225156,1
9111000010001635xw,913100001346561288,2
9111000010001635xw,91310000751898747h,2
9111000010001635xw,91310115735436745m,1
9111000010001635xw,91440101082747035m,1
9111000010001635xw,91440101190512583h,2
9111000010001635xw,91500118ma5yx4th1j,1
9111000010001635xw,91510100202795286k,2
9111000010001635xw,91610131mab0g1f02p,1
911100001000164646,91110000101620428g,1
911100001000164646,91110000697734636e,1
911100001000164646,91110000ma0058ph4j,1
911100001000164646,9111010205815298x9,1
911100001000164646,91110102717790820l,1
911100001000164646,91110102783247762x,1
911100001000164646,911400006026103167,1
911100001000164646,91410100170034174y,1
911100001000164646,914112001747267177,1
911100001000164646,91500101711607773t,1
911100001000164646,91500109203205233n,1
911100001000164646,9153000079985310xu,1
91110000100016499q,91110105ma01k9c83b,2
911100001000166590,91110000ma001hyk9x,1
911100001000166590,91110105801727429m,1
911100001000166590,911101067447464705,1
911100001000166590,91110108752191073d,1
911100001000166590,9111010878480978xf,1
911100001000166590,91110302710930747c,1
911100001000166590,911301005713483500,1
911100001000166590,91440300731137414t,1
911100001000167041,91110102582529544g,1
911100001000167041,911101083579332250,1
911100001000167041,911101085938945713,1
911100001000167041,91110108756002815j,1
911100001000167041,91140109764665547y,1
911100001000167041,913101016726879178,1
911100001000167634,91110101685123117r,1
91110000100017109m,91310106ma1fybf546,1
91110000100017336t,51152500329054143a,4
91110000100017336t,911100000804999392,4
91110000100017336t,911100001921956572,2
91110000100017336t,911100006851007753,3
91110000100017336t,91110000791636469h,4
91110000100017336t,91110000796700482w,5
91110000100017336t,91110000ma006wmk05,1
91110000100017336t,91110000ma006wn11b,1
91110000100017336t,91110102ma00g5q2xp,1
91110000100017336t,911101075732157387,2
91110000100017336t,91110107584423874b,5
91110000100017336t,91110108722617344j,5
91110000100017336t,911201160587020562,5
91110000100017336t,91120118ma05jefrx4,1
91110000100017336t,91120225700560092e,3
91110000100017336t,911300007666410552,1
91110000100017336t,91130100ma07qdn90y,1
91110000100017336t,91130104ma0dxng546,1
91110000100017336t,91130200737384950w,3
91110000100017336t,9113020076518274xg,2
91110000100017336t,91130200ma07kta05d,2
91110000100017336t,91130221685724510x,3
91110000100017336t,91130221ma09dcy3xb,1
91110000100017336t,91130283782576062f,4
91110000100017336t,91130294784073944e,4
91110000100017336t,9113070167990964xu,3
91110000100017336t,91130726108943326y,4
91110000100017336t,91130726780814282k,2
91110000100017336t,911308026920950033,5
91110000100017336t,911400005885377999,2
91110000100017336t,91140000764654266n,5
91110000100017336t,91140200346885838l,2
91110000100017336t,9114020071986538xq,4
91110000100017336t,911402007942082751,1
91110000100017336t,91140226678184210q,1
91110000100017336t,91140600715928128b,3
91110000100017336t,911406223444335551,1
91110000100017336t,91140800748556615y,4
91110000100017336t,91141000696654247b,3
91110000100017336t,91150000676926524k,3
91110000100017336t,911500006928816617,5
91110000100017336t,91150122114179096u,4
91110000100017336t,91150122660972390n,5
91110000100017336t,91150122664072648w,3
91110000100017336t,91150122664072664j,2
91110000100017336t,91150122752561871g,3
91110000100017336t,911503005612219625,2
91110000100017336t,91150621566910281b,1
91110000100017336t,91150621743868441g,3
91110000100017336t,91150621776119615c,5
91110000100017336t,91150622692893072a,2
91110000100017336t,91150622747919816x,5
91110000100017336t,911506227936047948,5
91110000100017336t,91152500566900673m,1
91110000100017336t,91152500667303237y,3
91110000100017336t,911525006769086173,2
91110000100017336t,91152500680015774d,2
91110000100017336t,91152500ma0mw5dg9x,1
91110000100017336t,911525026640867915,4
91110000100017336t,91210000ma0qduft6g,1
91110000100017336t,912101006753193350,4
91110000100017336t,91210100ma0xqh6h2n,1
91110000100017336t,912101123131684100,3
91110000100017336t,91210112ma0p56hyxg,1
91110000100017336t,912102006960343630,1
91110000100017336t,9121028169604238x6,2
91110000100017336t,91210700680058854d,2
91110000100017336t,91210700680082491d,1
91110000100017336t,91210903686608749r,5
91110000100017336t,912112817915934389,5
91110000100017336t,91211400ma0qdtcp1n,1
91110000100017336t,91211400ma0uf17x39,1
91110000100017336t,912114816866442216,1
91110000100017336t,91230000766027194u,1
91110000100017336t,91230100ma18xlua6p,1
91110000100017336t,91310000755045290c,1
91110000100017336t,91320413ma1mf8811e,1
91110000100017336t,913206006668013064,2
91110000100017336t,91320681753238507x,4
91110000100017336t,91320682ma1meuhm5c,1
91110000100017336t,91330000ma27u0561c,1
91110000100017336t,91330109ma280gc673,1
91110000100017336t,91330212753286162p,4
91110000100017336t,91330328ma2haap903,1
91110000100017336t,91330482ma28afpl43,1
91110000100017336t,91330600594358594h,2
91110000100017336t,913308815877955937,3
91110000100017336t,91340000087572430f,1
91110000100017336t,91340000ma2muy8409,1
91110000100017336t,91350000ma2xxeer9h,1
91110000100017336t,91350000ma348cd210,1
91110000100017336t,91350200693006201r,2
91110000100017336t,91350900754997337n,4
91110000100017336t,91350900786900747q,4
91110000100017336t,91360000586570966x,2
91110000100017336t,91360000ma35hxgj7b,1
91110000100017336t,91360125ma38n1g18d,1
91110000100017336t,91360500159872513p,4
91110000100017336t,913605023147248101,2
91110000100017336t,91360900054448660d,2
91110000100017336t,91361000674966178y,3
91110000100017336t,91370700763500804x,5
91110000100017336t,91440000ma4uqtmg37,1
91110000100017336t,91440101072102866l,1
91110000100017336t,91440300618821660r,2
91110000100017336t,914403006641586790,5
91110000100017336t,91440500ma51lgk88q,1
91110000100017336t,91440608ma51xdkl18,1
91110000100017336t,91440882337966273h,2
91110000100017336t,914412830651427982,3
91110000100017336t,9144510075564834x2,4
91110000100017336t,915000005936768064,1
91110000100017336t,91500000774857243j,1
91110000100017336t,91500000ma5urhbx7b,1
91110000100017336t,91500108355709801w,1
91110000100017336t,9150023268146079x9,3
91110000100017336t,915002327688981103,3
91110000100017336t,9150024078423930xe,3
91110000100017336t,91500243753067066y,3
91110000100017336t,915100000714079327,2
91110000100017336t,91513200669569856j,3
91110000100017336t,915133007891375566,4
91110000100017336t,91513321689043579u,2
91110000100017336t,915133216890436755,3
91110000100017336t,91513321749616106m,2
91110000100017336t,915300006655161245,5
91110000100017336t,91540000686810058r,2
91110000100017336t,915403263942706433,3
91110000100017336t,91540424585772961e,5
91110000100017336t,91620121720274835j,2
91110000100017336t,91630000059129888u,2
91110000100017336t,91632521074560609q,1
91110000100017336t,916328015799164120,3
91110000100017336t,91632822ma7590me8m,1
91110000100017336t,91632824ma758xpw99,1
91110000100017336t,91632826ma758r3d72,1
91110000100017336t,916400000647886262,1
91110000100017336t,91640303073823788t,1
91110000100017336t,916403815853580232,1
91110000100017336t,91640381750823663b,5
91110000100017440y,91110000100027235r,1
91110000100017440y,91310115ma1k4dfg0m,1
